questionaire_uuid;wm_config;responses_comment;wm_id;wm_testId;responses_stimulus;responses_score;wm_type;wm_date;responses_time
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;gender;mushra_noloop_nowav;F;0;gender;2025-05-03 18:48:33.456151;10652
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;gender;mushra_noloop_nowav;NB;0;gender;2025-05-03 18:48:33.456151;10652
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;gender;mushra_noloop_nowav;NA;0;gender;2025-05-03 18:48:33.456151;10652
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;reference_1;100;mushra;2025-05-03 18:48:33.456151;297596
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;reference_2;73;mushra;2025-05-03 18:48:33.456151;297596
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C3_1;100;mushra;2025-05-03 18:48:33.456151;297596
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C3_2;69;mushra;2025-05-03 18:48:33.456151;297596
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C4_1;30;mushra;2025-05-03 18:48:33.456151;297596
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C4_2;100;mushra;2025-05-03 18:48:33.456151;297596
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C5_1;100;mushra;2025-05-03 18:48:33.456151;297596
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C5_2;100;mushra;2025-05-03 18:48:33.456151;297596
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C1_1;50;mushra;2025-05-03 18:48:33.456151;297596
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C1_2;46;mushra;2025-05-03 18:48:33.456151;297596
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C2_1;100;mushra;2025-05-03 18:48:33.456151;297596
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C2_2;100;mushra;2025-05-03 18:48:33.456151;297596
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C2_1;100;mushra;2025-05-03 18:48:33.456151;1898340
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C2_2;100;mushra;2025-05-03 18:48:33.456151;1898340
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C3_1;0;mushra;2025-05-03 18:48:33.456151;1898340
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C3_2;100;mushra;2025-05-03 18:48:33.456151;1898340
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C4_1;31;mushra;2025-05-03 18:48:33.456151;1898340
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C4_2;49;mushra;2025-05-03 18:48:33.456151;1898340
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C1_1;100;mushra;2025-05-03 18:48:33.456151;1898340
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C1_2;100;mushra;2025-05-03 18:48:33.456151;1898340
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;reference_1;100;mushra;2025-05-03 18:48:33.456151;1898340
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;reference_2;72;mushra;2025-05-03 18:48:33.456151;1898340
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C1_1;0;mushra;2025-05-03 18:48:33.456151;61010
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C1_2;52;mushra;2025-05-03 18:48:33.456151;61010
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C2_1;100;mushra;2025-05-03 18:48:33.456151;61010
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C2_2;69;mushra;2025-05-03 18:48:33.456151;61010
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;reference_1;51;mushra;2025-05-03 18:48:33.456151;61010
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;reference_2;100;mushra;2025-05-03 18:48:33.456151;61010
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C3_1;0;mushra;2025-05-03 18:48:33.456151;61010
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C3_2;72;mushra;2025-05-03 18:48:33.456151;61010
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C4_1;48;mushra;2025-05-03 18:48:33.456151;61010
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C4_2;0;mushra;2025-05-03 18:48:33.456151;61010
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C4_1;100;mushra;2025-05-03 18:48:33.456151;108398
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C4_2;100;mushra;2025-05-03 18:48:33.456151;108398
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C5_1;0;mushra;2025-05-03 18:48:33.456151;108398
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C5_2;51;mushra;2025-05-03 18:48:33.456151;108398
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;reference_1;100;mushra;2025-05-03 18:48:33.456151;108398
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;reference_2;50;mushra;2025-05-03 18:48:33.456151;108398
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C1_1;100;mushra;2025-05-03 18:48:33.456151;108398
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C1_2;100;mushra;2025-05-03 18:48:33.456151;108398
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C2_1;0;mushra;2025-05-03 18:48:33.456151;108398
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C2_2;47;mushra;2025-05-03 18:48:33.456151;108398
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C3_1;100;mushra;2025-05-03 18:48:33.456151;108398
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C3_2;41;mushra;2025-05-03 18:48:33.456151;108398
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C3_1;100;mushra;2025-05-03 18:48:33.456151;60229
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C3_2;100;mushra;2025-05-03 18:48:33.456151;60229
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C2_1;100;mushra;2025-05-03 18:48:33.456151;60229
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C2_2;0;mushra;2025-05-03 18:48:33.456151;60229
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C1_1;67;mushra;2025-05-03 18:48:33.456151;60229
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C1_2;30;mushra;2025-05-03 18:48:33.456151;60229
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;reference_1;100;mushra;2025-05-03 18:48:33.456151;60229
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;reference_2;100;mushra;2025-05-03 18:48:33.456151;60229
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C4_1;100;mushra;2025-05-03 18:48:33.456151;60229
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C4_2;100;mushra;2025-05-03 18:48:33.456151;60229
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C1_1;65;mushra;2025-05-03 18:48:33.456151;87999
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C1_2;70;mushra;2025-05-03 18:48:33.456151;87999
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C4_1;100;mushra;2025-05-03 18:48:33.456151;87999
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C4_2;100;mushra;2025-05-03 18:48:33.456151;87999
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C2_1;51;mushra;2025-05-03 18:48:33.456151;87999
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C2_2;100;mushra;2025-05-03 18:48:33.456151;87999
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;reference_1;100;mushra;2025-05-03 18:48:33.456151;87999
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;reference_2;70;mushra;2025-05-03 18:48:33.456151;87999
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C3_1;100;mushra;2025-05-03 18:48:33.456151;87999
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C3_2;100;mushra;2025-05-03 18:48:33.456151;87999
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C4_1;100;mushra;2025-05-03 18:48:33.456151;111845
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C4_2;71;mushra;2025-05-03 18:48:33.456151;111845
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;reference_1;100;mushra;2025-05-03 18:48:33.456151;111845
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;reference_2;100;mushra;2025-05-03 18:48:33.456151;111845
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C1_1;0;mushra;2025-05-03 18:48:33.456151;111845
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C1_2;100;mushra;2025-05-03 18:48:33.456151;111845
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C3_1;100;mushra;2025-05-03 18:48:33.456151;111845
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C3_2;33;mushra;2025-05-03 18:48:33.456151;111845
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C2_1;100;mushra;2025-05-03 18:48:33.456151;111845
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C2_2;0;mushra;2025-05-03 18:48:33.456151;111845
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C5_1;52;mushra;2025-05-03 18:48:33.456151;111845
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C5_2;68;mushra;2025-05-03 18:48:33.456151;111845
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C3_1;49;mushra;2025-05-03 18:48:33.456151;130118
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C3_2;52;mushra;2025-05-03 18:48:33.456151;130118
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C2_1;100;mushra;2025-05-03 18:48:33.456151;130118
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C2_2;51;mushra;2025-05-03 18:48:33.456151;130118
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C4_1;69;mushra;2025-05-03 18:48:33.456151;130118
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C4_2;49;mushra;2025-05-03 18:48:33.456151;130118
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;reference_1;48;mushra;2025-05-03 18:48:33.456151;130118
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;reference_2;100;mushra;2025-05-03 18:48:33.456151;130118
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C1_1;70;mushra;2025-05-03 18:48:33.456151;130118
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C1_2;70;mushra;2025-05-03 18:48:33.456151;130118
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;lang_fam;mushra_noloop_nowav;Lang_eng;50;languageFamiliarity;2025-05-04 07:17:29.766815;42163
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;lang_fam;mushra_noloop_nowav;Lang_jp;80;languageFamiliarity;2025-05-04 07:17:29.766815;42163
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;lang_fam;mushra_noloop_nowav;Lang_man;60;languageFamiliarity;2025-05-04 07:17:29.766815;42163
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;lang_fam;mushra_noloop_nowav;Lang_canto;90;languageFamiliarity;2025-05-04 07:17:29.766815;42163
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;gender;mushra_noloop_nowav;M;1;gender;2025-05-04 07:17:29.766815;3033
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;gender;mushra_noloop_nowav;F;0;gender;2025-05-04 07:17:29.766815;3033
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;gender;mushra_noloop_nowav;NB;0;gender;2025-05-04 07:17:29.766815;3033
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;gender;mushra_noloop_nowav;NA;0;gender;2025-05-04 07:17:29.766815;3033
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C3_1;80;mushra;2025-05-04 07:17:29.766815;588256
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C3_2;100;mushra;2025-05-04 07:17:29.766815;588256
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C5_1;40;mushra;2025-05-04 07:17:29.766815;588256
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C5_2;43;mushra;2025-05-04 07:17:29.766815;588256
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C1_1;0;mushra;2025-05-04 07:17:29.766815;588256
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C1_2;45;mushra;2025-05-04 07:17:29.766815;588256
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;reference_1;100;mushra;2025-05-04 07:17:29.766815;588256
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;reference_2;70;mushra;2025-05-04 07:17:29.766815;588256
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C4_1;50;mushra;2025-05-04 07:17:29.766815;588256
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C4_2;25;mushra;2025-05-04 07:17:29.766815;588256
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C2_1;60;mushra;2025-05-04 07:17:29.766815;588256
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C2_2;50;mushra;2025-05-04 07:17:29.766815;588256
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C3_1;69;mushra;2025-05-04 07:17:29.766815;198411
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C3_2;100;mushra;2025-05-04 07:17:29.766815;198411
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C1_1;50;mushra;2025-05-04 07:17:29.766815;198411
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C1_2;65;mushra;2025-05-04 07:17:29.766815;198411
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C2_1;61;mushra;2025-05-04 07:17:29.766815;198411
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C2_2;100;mushra;2025-05-04 07:17:29.766815;198411
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;reference_1;20;mushra;2025-05-04 07:17:29.766815;198411
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;reference_2;100;mushra;2025-05-04 07:17:29.766815;198411
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C4_1;0;mushra;2025-05-04 07:17:29.766815;198411
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C4_2;25;mushra;2025-05-04 07:17:29.766815;198411
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C1_1;35;mushra;2025-05-04 07:17:29.766815;164907
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C1_2;0;mushra;2025-05-04 07:17:29.766815;164907
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C3_1;0;mushra;2025-05-04 07:17:29.766815;164907
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C3_2;61;mushra;2025-05-04 07:17:29.766815;164907
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C2_1;61;mushra;2025-05-04 07:17:29.766815;164907
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C2_2;100;mushra;2025-05-04 07:17:29.766815;164907
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C4_1;35;mushra;2025-05-04 07:17:29.766815;164907
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C4_2;100;mushra;2025-05-04 07:17:29.766815;164907
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;reference_1;100;mushra;2025-05-04 07:17:29.766815;164907
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;reference_2;100;mushra;2025-05-04 07:17:29.766815;164907
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C1_1;80;mushra;2025-05-04 07:17:29.766815;162042
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C1_2;100;mushra;2025-05-04 07:17:29.766815;162042
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C4_1;100;mushra;2025-05-04 07:17:29.766815;162042
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C4_2;100;mushra;2025-05-04 07:17:29.766815;162042
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C3_1;100;mushra;2025-05-04 07:17:29.766815;162042
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C3_2;100;mushra;2025-05-04 07:17:29.766815;162042
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;reference_1;0;mushra;2025-05-04 07:17:29.766815;162042
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;reference_2;0;mushra;2025-05-04 07:17:29.766815;162042
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C5_1;20;mushra;2025-05-04 07:17:29.766815;162042
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C5_2;70;mushra;2025-05-04 07:17:29.766815;162042
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C2_1;100;mushra;2025-05-04 07:17:29.766815;162042
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C2_2;100;mushra;2025-05-04 07:17:29.766815;162042
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;reference_1;100;mushra;2025-05-04 07:17:29.766815;86292
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;reference_2;100;mushra;2025-05-04 07:17:29.766815;86292
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C2_1;20;mushra;2025-05-04 07:17:29.766815;86292
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C2_2;0;mushra;2025-05-04 07:17:29.766815;86292
96575ca0-172b-4299-af9c-44291ea3296e;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C3_1;0;mushra;2025-05-04 07:17:29.766815;86292
