wm_date;wm_id;wm_config;wm_testId;questionaire_uuid;responses_stimulus;responses_time;wm_type;responses_score;responses_comment
2025-04-30 13:28:45.610498;cantonese_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;C1_1;57369;mushra;100;
2025-04-30 13:28:45.610498;cantonese_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;C1_2;57369;mushra;76;
2025-04-30 14:06:47.489994;lang_fam;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;Lang_eng;32388;languageFamiliarity;80;
2025-04-30 14:06:47.489994;lang_fam;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;Lang_jp;32388;languageFamiliarity;10;
2025-04-30 14:06:47.489994;lang_fam;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;Lang_man;32388;languageFamiliarity;65;
2025-04-30 14:06:47.489994;lang_fam;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;Lang_canto;32388;languageFamiliarity;100;
2025-04-30 14:06:47.489994;gender;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;M;11205;gender;1;
2025-04-30 14:06:47.489994;gender;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;F;11205;gender;0;
2025-04-30 14:06:47.489994;gender;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;NB;11205;gender;0;
2025-04-30 14:06:47.489994;gender;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;NA;11205;gender;0;
2025-04-30 14:06:47.489994;english_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C2_1;170157;mushra;75;
2025-04-30 14:06:47.489994;english_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C2_2;170157;mushra;100;
2025-04-30 14:06:47.489994;english_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C1_1;170157;mushra;6;
2025-04-30 14:06:47.489994;english_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C1_2;170157;mushra;31;
2025-04-30 14:06:47.489994;english_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C4_1;170157;mushra;100;
2025-04-30 14:06:47.489994;english_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C4_2;170157;mushra;100;
2025-04-30 14:06:47.489994;english_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;reference_1;170157;mushra;100;
2025-04-30 14:06:47.489994;english_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;reference_2;170157;mushra;100;
2025-04-30 14:06:47.489994;english_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C5_1;170157;mushra;30;
2025-04-30 14:06:47.489994;english_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C5_2;170157;mushra;70;
2025-04-30 14:06:47.489994;english_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;870d88d0-dcad-4833-b9b4-921906de7e3a;C3_1;170157;mushra;11;
